,model_2
0,0.609097957611084
1,0.0071868896484375
2,0.00748896598815918
3,0.0075490474700927734
4,0.0077381134033203125
5,0.007858037948608398
6,0.005486011505126953
7,0.005040884017944336
8,0.0054700374603271484
9,0.005180835723876953
10,0.005231142044067383
11,0.005237102508544922
12,0.005423784255981445
13,0.005015134811401367
14,0.004669904708862305
15,0.004987001419067383
16,0.0051860809326171875
17,0.00484776496887207
18,0.005229949951171875
19,0.004902839660644531
20,0.005024909973144531
21,0.0047359466552734375
22,0.004881858825683594
23,0.005136013031005859
24,0.005536079406738281
25,0.005141019821166992
26,0.004882097244262695
27,0.005763053894042969
28,0.0048809051513671875
29,0.005234956741333008
30,0.004622936248779297
31,0.004906177520751953
32,0.005130290985107422
33,0.005317211151123047
34,0.004745960235595703
35,0.004907131195068359
36,0.00501704216003418
37,0.0050160884857177734
38,0.0051441192626953125
39,0.004890918731689453
40,0.00525212287902832
41,0.005109071731567383
42,0.005135774612426758
43,0.0053691864013671875
44,0.004506826400756836
45,0.004753828048706055
46,0.005269050598144531
47,0.005282878875732422
48,0.005023002624511719
49,0.00451207160949707
50,0.004995822906494141
51,0.0049610137939453125
52,0.004817008972167969
53,0.005355119705200195
54,0.005284786224365234
55,0.005104780197143555
56,0.005049943923950195
57,0.005529880523681641
58,0.005253314971923828
59,0.005192995071411133
60,0.005346775054931641
61,0.005255937576293945
62,0.0055501461029052734
63,0.005263805389404297
64,0.005223989486694336
65,0.0049860477447509766
66,0.00523686408996582
67,0.0051190853118896484
68,0.005118370056152344
69,0.0051708221435546875
70,0.005194187164306641
71,0.00546717643737793
72,0.004758119583129883
73,0.004832029342651367
74,0.005062103271484375
75,0.0053827762603759766
76,0.004935026168823242
77,0.005137920379638672
78,0.005110979080200195
79,0.004809379577636719
80,0.004995822906494141
81,0.005129098892211914
82,0.005440950393676758
83,0.004954814910888672
84,0.005165815353393555
85,0.00522613525390625
86,0.005141019821166992
87,0.0054929256439208984
88,0.005257844924926758
89,0.0051457881927490234
90,0.005785942077636719
91,0.005447864532470703
92,0.005515098571777344
93,0.0052678585052490234
94,0.005680084228515625
95,0.005507946014404297
96,0.0057981014251708984
97,0.0055239200592041016
98,0.005856037139892578
99,0.005568027496337891
100,0.005365848541259766
101,0.006125926971435547
102,0.005750179290771484
103,0.005722999572753906
104,0.0058062076568603516
105,0.006333827972412109
106,0.005496025085449219
107,0.005671977996826172
108,0.006467103958129883
109,0.005615949630737305
110,0.00608515739440918
111,0.005640983581542969
112,0.005845069885253906
113,0.0055468082427978516
114,0.005529880523681641
115,0.005634784698486328
116,0.0055141448974609375
117,0.0053670406341552734
118,0.005148887634277344
119,0.005719900131225586
120,0.005818843841552734
121,0.0052280426025390625
122,0.00604701042175293
123,0.005888223648071289
124,0.005199909210205078
125,0.0051000118255615234
126,0.005940914154052734
127,0.005880832672119141
128,0.0061910152435302734
129,0.005641937255859375
130,0.005743980407714844
131,0.005586862564086914
132,0.005583047866821289
133,0.005769252777099609
134,0.0056612491607666016
135,0.005609035491943359
136,0.005427837371826172
137,0.005777835845947266
138,0.005280017852783203
139,0.005735874176025391
140,0.0057070255279541016
141,0.0057659149169921875
142,0.005403041839599609
143,0.005408048629760742
144,0.005368232727050781
145,0.005300045013427734
146,0.005253314971923828
147,0.0052127838134765625
148,0.005751132965087891
149,0.005392313003540039
150,0.0057599544525146484
151,0.005959987640380859
152,0.005280017852783203
153,0.00557398796081543
154,0.005803108215332031
155,0.006039857864379883
156,0.005581855773925781
157,0.005871295928955078
158,0.005572080612182617
159,0.0057299137115478516
160,0.005383014678955078
161,0.005480051040649414
162,0.005602121353149414
163,0.005628108978271484
164,0.0056760311126708984
165,0.00582575798034668
166,0.006043910980224609
167,0.005383729934692383
168,0.005562782287597656
169,0.005278110504150391
170,0.005859851837158203
171,0.005652189254760742
172,0.005414009094238281
173,0.005789041519165039
174,0.005689144134521484
175,0.005749940872192383
176,0.00551915168762207
177,0.005745887756347656
178,0.005665779113769531
179,0.00580906867980957
180,0.005482912063598633
181,0.005644083023071289
182,0.005938053131103516
183,0.006000041961669922
184,0.005383014678955078
185,0.005590915679931641
186,0.0055658817291259766
187,0.005681037902832031
188,0.005723237991333008
189,0.005329132080078125
190,0.0052947998046875
191,0.0052449703216552734
192,0.005568027496337891
193,0.005251646041870117
194,0.0055658817291259766
195,0.005162954330444336
196,0.005470991134643555
197,0.005570888519287109
198,0.00546717643737793
199,0.0054111480712890625
200,0.005498170852661133
201,0.005487203598022461
202,0.005697011947631836
203,0.006201028823852539
204,0.005192995071411133
205,0.005915164947509766
206,0.0058441162109375
207,0.00543212890625
208,0.005486965179443359
209,0.005082130432128906
210,0.0056400299072265625
211,0.005892038345336914
212,0.0057756900787353516
213,0.005882978439331055
214,0.0054149627685546875
215,0.005420684814453125
216,0.005292654037475586
217,0.005650997161865234
218,0.005599260330200195
219,0.00556492805480957
220,0.005673885345458984
221,0.0053119659423828125
222,0.005467891693115234
223,0.005223989486694336
224,0.005281925201416016
225,0.0064640045166015625
226,0.005719184875488281
227,0.0059108734130859375
228,0.0058209896087646484
229,0.006153106689453125
230,0.005680084228515625
231,0.0059680938720703125
232,0.005508899688720703
233,0.0054399967193603516
234,0.005675554275512695
235,0.005803823471069336
236,0.005620002746582031
237,0.005818843841552734
238,0.005857944488525391
239,0.0057201385498046875
240,0.0056760311126708984
241,0.005371809005737305
242,0.005702018737792969
243,0.005991935729980469
244,0.005825042724609375
245,0.005388975143432617
246,0.005759000778198242
247,0.006160259246826172
248,0.005460023880004883
249,0.005339860916137695
250,0.0055806636810302734
251,0.00581812858581543
252,0.0053980350494384766
253,0.005771160125732422
254,0.006092071533203125
255,0.0054950714111328125
256,0.005975008010864258
257,0.005385875701904297
258,0.005791902542114258
259,0.0055501461029052734
260,0.005541801452636719
261,0.005290985107421875
262,0.005591869354248047
263,0.00569605827331543
264,0.005273103713989258
265,0.005848884582519531
266,0.0057871341705322266
267,0.005530118942260742
268,0.005812883377075195
269,0.0057489871978759766
270,0.005645751953125
271,0.005635738372802734
272,0.005666017532348633
273,0.006026029586791992
274,0.005387783050537109
275,0.005405902862548828
276,0.0057201385498046875
277,0.005712985992431641
278,0.005860090255737305
279,0.00568389892578125
280,0.005755901336669922
281,0.005746126174926758
282,0.005944967269897461
283,0.005506038665771484
284,0.00521397590637207
285,0.005956172943115234
286,0.005599021911621094
287,0.005978107452392578
288,0.0055849552154541016
289,0.005595207214355469
290,0.0051419734954833984
291,0.005810976028442383
292,0.005321025848388672
293,0.005822181701660156
294,0.005398988723754883
295,0.005137920379638672
296,0.006005048751831055
297,0.005833864212036133
298,0.0056438446044921875
299,0.00556492805480957
300,0.005845069885253906
301,0.005733013153076172
302,0.005944967269897461
303,0.005754709243774414
304,0.005363941192626953
305,0.005509138107299805
306,0.0058629512786865234
307,0.005733013153076172
308,0.005412101745605469
309,0.0054051876068115234
310,0.005505084991455078
311,0.005439043045043945
312,0.005582094192504883
313,0.005789756774902344
314,0.005544185638427734
315,0.005657196044921875
316,0.006470203399658203
317,0.0054781436920166016
318,0.005764007568359375
319,0.005583047866821289
320,0.00559687614440918
321,0.005361318588256836
322,0.00579380989074707
323,0.005486726760864258
324,0.005567789077758789
325,0.005361080169677734
326,0.005693197250366211
327,0.005478858947753906
328,0.005724906921386719
329,0.005871772766113281
330,0.0055921077728271484
331,0.00580286979675293
332,0.005693912506103516
333,0.005740165710449219
334,0.0053272247314453125
335,0.005427122116088867
336,0.0058820247650146484
337,0.00531005859375
338,0.0056781768798828125
339,0.005673885345458984
340,0.00534510612487793
341,0.005318880081176758
342,0.0055239200592041016
343,0.0053250789642333984
344,0.0052852630615234375
345,0.0055599212646484375
346,0.005585908889770508
347,0.005486011505126953
348,0.005314826965332031
349,0.005166053771972656
350,0.005719900131225586
351,0.005833864212036133
352,0.0056650638580322266
353,0.005934000015258789
354,0.005681037902832031
355,0.00564885139465332
356,0.005780935287475586
357,0.005602121353149414
358,0.005837678909301758
359,0.005610942840576172
360,0.00586700439453125
361,0.005189180374145508
362,0.005227088928222656
363,0.005140066146850586
364,0.006331920623779297
365,0.005251646041870117
366,0.005526065826416016
367,0.005445718765258789
368,0.005597829818725586
369,0.0053098201751708984
370,0.005533933639526367
371,0.005612611770629883
372,0.005501270294189453
373,0.005654096603393555
374,0.005464792251586914
375,0.00545811653137207
376,0.005659818649291992
377,0.005348920822143555
378,0.0054318904876708984
379,0.005669832229614258
380,0.0057332515716552734
381,0.005825996398925781
382,0.005238056182861328
383,0.005285024642944336
384,0.005600929260253906
385,0.005195140838623047
386,0.005110979080200195
387,0.005461931228637695
388,0.005753755569458008
389,0.0053632259368896484
390,0.005653858184814453
391,0.006186962127685547
392,0.005744218826293945
393,0.006021976470947266
394,0.005391120910644531
395,0.00590205192565918
396,0.005697965621948242
397,0.0052187442779541016
398,0.00555109977722168
399,0.0052869319915771484
400,0.0057909488677978516
401,0.0054857730865478516
402,0.00556492805480957
403,0.005551815032958984
404,0.005828857421875
405,0.005475044250488281
406,0.005747079849243164
407,0.005784749984741211
408,0.005202054977416992
409,0.00522303581237793
410,0.005620241165161133
411,0.006124258041381836
412,0.005793094635009766
413,0.00559687614440918
414,0.005319118499755859
415,0.0057430267333984375
416,0.00576019287109375
417,0.005688667297363281
418,0.005959987640380859
419,0.005427837371826172
420,0.005505084991455078
421,0.00551605224609375
422,0.005223989486694336
423,0.00531005859375
424,0.005557060241699219
425,0.0057299137115478516
426,0.0054929256439208984
427,0.0057830810546875
428,0.006056308746337891
429,0.005754947662353516
430,0.00526881217956543
431,0.0056002140045166016
432,0.006041049957275391
433,0.005866050720214844
434,0.005455732345581055
435,0.005788326263427734
436,0.00545501708984375
437,0.00572514533996582
438,0.005461931228637695
439,0.0058650970458984375
440,0.0058329105377197266
441,0.0063669681549072266
442,0.005327701568603516
443,0.005519866943359375
444,0.005589008331298828
445,0.005520820617675781
446,0.0057408809661865234
447,0.005784034729003906
448,0.005731821060180664
449,0.005815029144287109
450,0.00541377067565918
451,0.0056192874908447266
452,0.005606174468994141
453,0.005685091018676758
454,0.005743741989135742
455,0.006174325942993164
456,0.0056459903717041016
457,0.006031036376953125
458,0.0056819915771484375
459,0.005454063415527344
460,0.005463838577270508
461,0.006136178970336914
462,0.005647897720336914
463,0.005525112152099609
464,0.005454063415527344
465,0.005378007888793945
466,0.005723237991333008
467,0.005666017532348633
468,0.005766153335571289
469,0.00583195686340332
470,0.0055658817291259766
471,0.005336761474609375
472,0.005941152572631836
473,0.0055158138275146484
474,0.006047964096069336
475,0.0053730010986328125
476,0.0059888362884521484
477,0.00556182861328125
478,0.005652904510498047
479,0.00560307502746582
480,0.0057201385498046875
481,0.0056171417236328125
482,0.005388736724853516
483,0.005533933639526367
484,0.005622148513793945
485,0.005572080612182617
486,0.00580596923828125
487,0.005733966827392578
488,0.00568389892578125
489,0.005738019943237305
490,0.006256103515625
491,0.005870819091796875
492,0.0055179595947265625
493,0.005669832229614258
494,0.005239963531494141
495,0.005827903747558594
496,0.005337953567504883
497,0.005287885665893555
498,0.005654096603393555
499,0.005159854888916016
500,0.0053119659423828125
501,0.005505084991455078
502,0.005358219146728516
503,0.0054128170013427734
504,0.005252838134765625
505,0.005697965621948242
506,0.005749225616455078
507,0.0054590702056884766
508,0.005540132522583008
509,0.0058438777923583984
510,0.00579380989074707
511,0.0053560733795166016
512,0.005872964859008789
513,0.005939960479736328
514,0.005873918533325195
515,0.0059239864349365234
516,0.005856990814208984
517,0.005856037139892578
518,0.005280971527099609
519,0.005377054214477539
520,0.0058441162109375
521,0.005767822265625
522,0.0057239532470703125
523,0.005544900894165039
524,0.006005048751831055
525,0.005730867385864258
526,0.005304098129272461
527,0.005400896072387695
528,0.005536079406738281
529,0.00558018684387207
530,0.0055921077728271484
531,0.005621910095214844
532,0.0056819915771484375
533,0.00546574592590332
534,0.005593061447143555
535,0.006061077117919922
536,0.005649089813232422
537,0.0056340694427490234
538,0.005442142486572266
539,0.005656242370605469
540,0.005738019943237305
541,0.005841255187988281
542,0.005669116973876953
543,0.005825996398925781
544,0.0057888031005859375
545,0.005209207534790039
546,0.005462169647216797
547,0.005569934844970703
548,0.005204200744628906
549,0.0056629180908203125
550,0.0056650638580322266
551,0.005728960037231445
552,0.005524873733520508
553,0.005720853805541992
554,0.005155801773071289
555,0.005784034729003906
556,0.006037235260009766
557,0.005845785140991211
558,0.0056498050689697266
559,0.006040096282958984
560,0.005822896957397461
561,0.005201816558837891
562,0.005522012710571289
563,0.005511283874511719
564,0.00565791130065918
565,0.005808830261230469
566,0.005687236785888672
567,0.005239963531494141
568,0.006172895431518555
569,0.005767822265625
570,0.005697965621948242
571,0.0053272247314453125
572,0.0055501461029052734
573,0.00564885139465332
574,0.005734920501708984
575,0.005904197692871094
576,0.00549626350402832
577,0.005957841873168945
578,0.005867958068847656
579,0.005688190460205078
580,0.005622148513793945
581,0.005568027496337891
582,0.0057659149169921875
583,0.005313873291015625
584,0.00574493408203125
585,0.0057220458984375
586,0.005690097808837891
587,0.005987882614135742
588,0.005671024322509766
589,0.006289243698120117
590,0.005869865417480469
591,0.00561833381652832
592,0.005137920379638672
593,0.005269050598144531
594,0.005524873733520508
595,0.005670070648193359
596,0.005674123764038086
597,0.005151033401489258
598,0.005777120590209961
599,0.005586147308349609
600,0.006120920181274414
601,0.0056226253509521484
602,0.0054492950439453125
603,0.005343198776245117
604,0.005388021469116211
605,0.0053713321685791016
606,0.005540132522583008
607,0.005311012268066406
608,0.0053539276123046875
609,0.005599021911621094
610,0.00516200065612793
611,0.005696773529052734
612,0.0056493282318115234
613,0.005650997161865234
614,0.005881786346435547
615,0.00568699836730957
616,0.005630970001220703
617,0.005610942840576172
618,0.005827188491821289
619,0.0055389404296875
620,0.0052111148834228516
621,0.0054247379302978516
622,0.005307912826538086
623,0.005205869674682617
624,0.005331993103027344
625,0.0060961246490478516
626,0.0054988861083984375
627,0.005271196365356445
628,0.00550079345703125
629,0.005941867828369141
630,0.005713939666748047
631,0.005792856216430664
632,0.005797147750854492
633,0.005605936050415039
634,0.005903720855712891
635,0.0053560733795166016
636,0.005946159362792969
637,0.005433082580566406
638,0.0052869319915771484
639,0.0058481693267822266
640,0.00573277473449707
641,0.00591588020324707
642,0.00586700439453125
643,0.005970001220703125
644,0.0056612491607666016
645,0.005469799041748047
646,0.0064351558685302734
647,0.005259990692138672
648,0.005597352981567383
649,0.005456209182739258
650,0.007537126541137695
651,0.006285667419433594
652,0.006538867950439453
653,0.0061299800872802734
654,0.0052602291107177734
655,0.005429983139038086
656,0.005837917327880859
657,0.005701780319213867
658,0.0055010318756103516
659,0.0062389373779296875
660,0.005964994430541992
661,0.0058231353759765625
662,0.005816936492919922
663,0.0059430599212646484
664,0.005609989166259766
665,0.00593876838684082
666,0.005881071090698242
667,0.005259037017822266
668,0.005499839782714844
669,0.005609989166259766
670,0.005442142486572266
671,0.005764007568359375
672,0.0051991939544677734
673,0.005560159683227539
674,0.004984140396118164
675,0.005020856857299805
